user_id,age,gender,location,category,preferred_brand,color_preference,size,season,festival,purchase_amount,purchase_frequency,avg_order_value,last_purchase_days,browsing_time,product_views,wishlist_items,discount_used,coupon_usage_rate,price_sensitivity,loyalty_score
203,22,Male,Bangalore,Jacket,Levis,White,XL,Winter,Eid,243.11,2,196.41,45,32,8,2,Yes,0.67,Low,85.14
204,51,Female,Hyderabad,Jacket,Nike,Beige,S,Spring,NewYear,153.65,3,115.36,19,35,7,7,Yes,0.82,Low,94.25
205,23,Female,Chennai,Shoes,Adidas,Red,S,Spring,Diwali,327.41,6,104.32,94,31,16,7,No,0.93,Low,99.73
206,39,Male,Kolkata,Hoodie,Nike,Red,M,Spring,Diwali,49.37,8,181.9,87,8,3,2,Yes,0.88,Low,28.22
207,28,Female,Chennai,T-shirt,Uniqlo,Black,S,Autumn,None,188.8,1,159.48,15,20,17,9,Yes,0.32,Medium,57.54
208,33,Male,Mumbai,Jeans,Levis,Red,M,Summer,NewYear,323.11,3,182.27,78,34,18,9,No,0.59,Medium,45.07
209,50,Male,Chennai,Shirt,Nike,White,S,Spring,Holi,318.36,8,100.26,66,4,15,1,No,0.08,Medium,56.38
210,26,Male,Delhi,Jacket,H&M,Red,L,Autumn,None,71.65,1,122.75,39,18,17,9,Yes,0.26,Medium,15.75
211,23,Female,Mumbai,T-shirt,Levis,Green,XL,Spring,None,140.99,9,43.49,113,4,11,1,Yes,0.09,Low,85.61
212,33,Female,Hyderabad,Jeans,Zara,Red,M,Winter,Holi,224.31,0,34.64,18,20,5,8,Yes,0.32,Low,90.96
213,46,Male,Mumbai,Jacket,Nike,White,XL,Autumn,Eid,72.6,9,90.97,70,9,16,6,Yes,0.88,High,44.97
214,20,Male,Kolkata,Jacket,Levis,Beige,M,Spring,Diwali,339.45,7,40.79,59,16,15,5,No,0.35,High,28.04
215,37,Female,Bangalore,Shirt,Nike,Black,M,Autumn,Eid,321.87,8,49.06,32,26,10,6,No,0.56,Medium,14.08
216,53,Male,Hyderabad,Shirt,Levis,Blue,M,Spring,NewYear,75.09,6,247.62,21,38,14,7,No,0.43,High,68.38
217,36,Male,Mumbai,Jacket,H&M,Red,L,Summer,Christmas,59.98,7,30.88,40,25,2,0,No,0.46,Medium,31.22
218,43,Female,Hyderabad,Dress,Zara,White,S,Spring,Christmas,48.18,3,204.5,92,4,16,7,No,0.97,Low,90.95
219,20,Male,Hyderabad,Jacket,Zara,Blue,M,Autumn,Christmas,320.12,3,96.32,27,38,19,2,Yes,0.3,Low,67.1
220,36,Female,Hyderabad,T-shirt,Uniqlo,Blue,L,Winter,Holi,83.9,1,264.03,2,19,8,2,No,0.63,High,64.57
221,37,Male,Bangalore,Jacket,Levis,Green,M,Winter,None,157.37,7,155.8,97,14,15,5,No,0.42,Low,55.94
222,49,Female,Chennai,Shoes,Nike,Blue,S,Winter,Eid,168.12,1,105.56,80,21,10,3,Yes,0.06,Low,4.58
223,24,Male,Hyderabad,Hoodie,Zara,Beige,M,Spring,Diwali,217.67,8,164.94,39,15,5,3,No,0.49,Medium,93.19
224,58,Male,Delhi,Shoes,Zara,White,L,Summer,Christmas,43.67,3,126.95,86,3,20,3,Yes,0.81,High,62.79
225,50,Female,Kolkata,Shoes,Adidas,White,S,Spring,Eid,94.83,0,178.0,56,37,16,9,No,0.1,Low,99.41
226,57,Male,Bangalore,Dress,Adidas,Red,L,Winter,Christmas,327.39,3,52.07,107,16,21,8,No,0.07,High,53.74
227,56,Female,Mumbai,Dress,Zara,Red,S,Autumn,Christmas,319.78,2,299.16,111,14,22,7,No,0.15,Low,71.01
228,35,Male,Bangalore,Jacket,Levis,Red,S,Winter,Diwali,277.83,5,139.16,13,9,12,2,Yes,0.76,Medium,5.62
229,57,Female,Mumbai,Shoes,Uniqlo,Beige,XL,Autumn,NewYear,26.4,6,117.5,56,7,23,0,No,0.72,Low,63.17
230,18,Female,Bangalore,Dress,Zara,Blue,XL,Summer,NewYear,127.91,7,218.86,66,14,13,0,Yes,0.57,High,76.46
231,28,Female,Mumbai,Shirt,H&M,Blue,XL,Autumn,NewYear,227.23,1,121.89,78,6,9,0,No,0.47,High,77.85
232,45,Female,Hyderabad,Jacket,Nike,Green,S,Spring,Holi,110.81,5,253.32,56,21,17,3,No,0.89,Medium,77.01
233,42,Male,Chennai,T-shirt,Uniqlo,Beige,M,Spring,None,320.16,5,147.2,102,15,20,5,Yes,0.77,Low,22.63
234,40,Male,Mumbai,Hoodie,H&M,Red,L,Spring,Holi,229.18,9,221.48,105,8,12,3,Yes,0.81,Medium,97.54
235,48,Female,Mumbai,Jeans,Uniqlo,Black,L,Autumn,Eid,43.73,4,50.09,28,34,5,2,No,0.81,High,99.52
236,47,Female,Delhi,Jacket,H&M,Green,L,Spring,Holi,319.97,9,256.91,64,1,24,7,Yes,0.64,Medium,7.56
237,59,Female,Mumbai,Jeans,Nike,Black,XL,Spring,Eid,336.06,9,226.0,71,32,12,7,No,0.46,Low,93.64
238,52,Male,Delhi,Shoes,Nike,Blue,S,Spring,Eid,45.65,6,79.28,82,5,1,5,No,0.86,Low,28.94
239,24,Male,Kolkata,Hoodie,Adidas,Green,XL,Summer,None,195.68,2,60.68,64,30,20,8,Yes,0.93,Medium,68.93
240,33,Male,Hyderabad,Jeans,Levis,Green,M,Autumn,Diwali,120.11,3,108.56,56,22,16,9,Yes,0.02,High,33.81
241,43,Male,Delhi,Shoes,H&M,White,S,Autumn,None,149.64,9,293.3,41,20,12,0,Yes,0.05,High,96.78
242,19,Female,Chennai,Shirt,Adidas,Blue,L,Winter,NewYear,79.28,8,91.91,119,16,9,7,No,0.96,Medium,10.15
243,18,Female,Hyderabad,Jeans,H&M,Blue,XL,Autumn,NewYear,210.76,3,147.72,100,7,13,5,Yes,0.28,Low,49.77
244,29,Female,Delhi,Hoodie,Adidas,Beige,XL,Summer,Holi,336.13,2,28.41,41,7,17,0,No,0.87,Low,42.8
245,22,Male,Hyderabad,Jacket,Nike,Green,M,Autumn,Eid,186.01,1,131.22,100,2,17,3,Yes,0.39,Low,32.6
246,54,Male,Hyderabad,Shoes,Uniqlo,Blue,M,Summer,Christmas,47.36,4,179.97,108,14,4,4,Yes,0.12,Low,64.55
247,49,Male,Hyderabad,Jacket,Adidas,Green,XL,Summer,Christmas,224.6,3,286.87,4,31,14,6,Yes,0.08,High,13.11
248,26,Female,Kolkata,Hoodie,H&M,Beige,M,Autumn,Eid,132.27,7,164.69,57,14,19,7,Yes,0.16,Low,71.67
249,58,Female,Chennai,Dress,H&M,Beige,L,Winter,None,302.46,6,249.35,30,5,7,8,Yes,0.25,Medium,98.06
250,52,Male,Bangalore,Shoes,Levis,White,M,Spring,Diwali,163.44,5,173.2,88,11,3,5,No,0.49,Medium,80.46
251,36,Female,Bangalore,Jeans,Nike,Green,M,Spring,None,83.64,1,31.42,84,5,1,9,Yes,0.7,Medium,86.0
252,33,Male,Delhi,Shoes,H&M,Blue,XL,Autumn,Eid,83.06,2,108.2,46,29,12,8,Yes,0.99,Medium,35.96
253,20,Male,Hyderabad,Jacket,Zara,Blue,XL,Autumn,Eid,273.69,9,181.15,56,11,15,3,No,0.44,Low,32.49
254,37,Female,Delhi,Shirt,Uniqlo,Green,S,Summer,Diwali,107.64,8,286.17,31,5,11,7,No,0.52,High,51.7
255,41,Male,Kolkata,Shoes,Adidas,Green,S,Autumn,Holi,273.19,8,260.56,88,32,10,2,No,0.52,Low,4.57
256,50,Female,Kolkata,Jeans,Levis,Green,XL,Summer,Holi,87.94,4,83.94,7,36,2,3,No,0.54,High,94.54
257,41,Male,Mumbai,Dress,Uniqlo,Red,M,Winter,Diwali,126.16,2,81.63,90,15,4,9,Yes,0.52,Low,14.38
258,28,Female,Kolkata,T-shirt,Nike,Blue,M,Autumn,Holi,173.61,1,76.33,77,19,17,3,Yes,0.01,High,90.3
259,25,Female,Mumbai,Shirt,Levis,Beige,S,Spring,Christmas,331.25,7,278.3,54,22,17,5,No,0.0,Medium,8.36
260,53,Female,Chennai,Dress,Adidas,Blue,S,Spring,Holi,327.47,5,258.75,8,34,8,8,Yes,0.1,Medium,82.26
261,55,Male,Delhi,Shoes,Adidas,Red,S,Autumn,Holi,88.27,9,236.97,55,17,23,5,No,0.1,High,15.2
262,57,Male,Chennai,Jacket,Zara,Green,L,Summer,Holi,138.21,6,129.97,69,12,14,0,No,0.7,High,3.81
263,37,Female,Kolkata,Hoodie,Nike,White,L,Spring,Christmas,69.3,0,161.23,44,25,24,4,Yes,0.2,High,71.95
264,52,Female,Chennai,Jacket,Levis,Green,S,Summer,Holi,188.3,0,150.01,13,17,4,8,Yes,0.89,Medium,28.03
265,42,Male,Chennai,Jeans,Levis,Green,M,Autumn,NewYear,171.99,9,90.95,93,10,6,4,No,0.93,Medium,71.45
266,52,Male,Chennai,Jacket,H&M,Red,S,Autumn,Christmas,317.25,1,161.41,20,28,19,5,Yes,0.98,Low,55.51
267,42,Male,Kolkata,Shirt,Zara,Blue,L,Spring,Diwali,326.9,9,28.54,78,18,24,2,No,0.94,High,10.88
268,46,Female,Hyderabad,Jacket,Zara,Green,M,Autumn,None,146.58,2,56.91,32,18,4,7,No,0.27,High,93.21
269,35,Male,Chennai,Jeans,Levis,Blue,L,Winter,Diwali,182.27,0,268.25,60,32,3,9,No,0.51,High,45.23
270,35,Male,Mumbai,T-shirt,Levis,Black,M,Winter,None,315.76,4,230.47,50,14,20,3,No,0.18,Medium,73.44
271,19,Female,Kolkata,Shoes,Uniqlo,Beige,L,Spring,Diwali,286.21,2,138.4,27,16,6,3,Yes,0.81,High,50.1
272,52,Male,Chennai,Hoodie,Uniqlo,Blue,M,Winter,NewYear,21.21,0,164.8,25,18,23,4,No,0.89,High,60.44
273,33,Male,Hyderabad,Shoes,Uniqlo,White,M,Summer,None,125.62,7,123.6,52,16,7,9,No,0.85,Medium,30.28
274,58,Male,Kolkata,Jacket,Zara,Beige,M,Spring,None,159.19,5,227.42,68,17,14,8,No,0.43,High,20.04
275,53,Female,Bangalore,Dress,H&M,White,M,Spring,Eid,95.81,8,239.57,21,7,12,7,Yes,0.76,Low,54.26
276,50,Female,Hyderabad,Shoes,Adidas,Green,XL,Summer,None,85.86,2,233.72,18,12,16,6,No,0.1,Medium,44.02
277,21,Female,Mumbai,T-shirt,Uniqlo,Beige,L,Winter,None,32.47,8,222.33,39,34,20,4,No,0.04,Medium,39.01
278,50,Female,Chennai,Jacket,H&M,Blue,L,Winter,Eid,232.31,8,77.26,15,10,8,8,Yes,0.75,Medium,67.26
279,31,Female,Bangalore,Hoodie,Nike,Beige,XL,Winter,Holi,106.63,0,114.63,53,5,23,8,No,0.43,Low,69.05
280,38,Female,Bangalore,Jeans,Uniqlo,Green,M,Spring,Holi,37.27,2,151.56,38,21,2,9,No,1.0,Medium,4.59
281,37,Female,Kolkata,T-shirt,Adidas,Red,M,Spring,Eid,96.22,5,112.62,48,3,13,9,No,0.1,Medium,33.87
282,25,Male,Bangalore,Jacket,Nike,White,L,Winter,Christmas,284.63,7,231.38,52,19,8,1,No,0.86,Medium,41.18
283,24,Male,Mumbai,T-shirt,Nike,Green,XL,Autumn,None,300.99,3,112.22,88,35,21,3,Yes,0.48,Medium,9.69
284,20,Female,Mumbai,Shoes,Adidas,Red,M,Winter,None,179.41,4,58.7,72,6,20,7,Yes,0.83,Low,23.59
285,34,Male,Delhi,Hoodie,Uniqlo,Beige,M,Summer,Eid,157.3,8,131.73,28,14,16,0,Yes,0.82,High,5.16
286,50,Male,Mumbai,Jeans,Zara,Beige,M,Spring,Eid,342.69,5,294.38,85,4,4,4,No,0.92,High,99.62
287,29,Female,Hyderabad,Jacket,Adidas,Green,S,Summer,Christmas,86.19,6,83.25,16,18,16,7,Yes,0.3,Medium,73.66
288,39,Male,Bangalore,Shirt,Adidas,Blue,XL,Summer,NewYear,91.07,6,191.4,118,29,20,1,Yes,0.95,Low,8.75
289,39,Male,Mumbai,Jeans,Adidas,Beige,M,Spring,Holi,116.32,3,141.23,16,35,6,1,No,0.15,Medium,2.02
290,47,Male,Kolkata,Shirt,Nike,Blue,S,Autumn,Diwali,77.01,3,39.89,35,38,4,7,Yes,0.08,High,71.93
291,55,Male,Delhi,T-shirt,H&M,Blue,XL,Winter,NewYear,145.19,3,156.61,17,16,16,9,Yes,0.43,High,43.92
292,55,Male,Bangalore,Dress,Zara,Blue,M,Summer,Holi,320.58,4,216.61,73,20,23,8,Yes,0.83,Low,78.68
293,25,Female,Delhi,Jeans,Uniqlo,Black,L,Spring,None,223.06,4,163.7,99,24,23,6,No,0.47,High,92.35
294,44,Female,Bangalore,T-shirt,Uniqlo,Red,S,Summer,NewYear,155.94,7,264.19,52,35,21,7,No,0.83,Medium,59.93
295,44,Female,Kolkata,Shirt,H&M,Red,S,Winter,Eid,328.36,8,100.9,93,19,13,4,Yes,0.73,Low,18.71
296,51,Male,Delhi,Shoes,Adidas,Beige,M,Autumn,Christmas,35.99,1,44.15,103,4,5,0,Yes,0.21,High,78.22
297,38,Female,Chennai,Shoes,Zara,Beige,M,Autumn,Holi,89.39,6,282.24,82,33,15,3,No,0.95,Medium,95.58
298,47,Male,Hyderabad,Dress,Uniqlo,Blue,S,Autumn,Christmas,206.74,0,125.89,12,2,8,1,No,0.06,Low,58.02
299,50,Male,Hyderabad,Jeans,Levis,Black,L,Spring,Holi,223.13,0,181.39,83,13,7,2,No,0.9,Medium,68.2
300,45,Male,Bangalore,Jeans,Uniqlo,Blue,L,Spring,NewYear,33.05,3,241.76,48,30,14,2,No,0.3,High,33.75
301,50,Male,Chennai,Jeans,Adidas,Black,XL,Autumn,None,153.0,9,110.81,22,34,7,8,Yes,0.5,Medium,38.15
302,22,Female,Delhi,T-shirt,Levis,Blue,M,Winter,Diwali,234.22,6,220.53,49,30,22,9,No,0.42,Low,73.47
303,36,Female,Chennai,Hoodie,H&M,White,L,Winter,Christmas,250.36,1,57.92,52,24,7,3,Yes,0.17,Medium,92.78
304,21,Male,Chennai,Hoodie,Zara,White,XL,Spring,Christmas,230.59,1,101.56,79,33,23,1,No,0.36,High,62.9
305,52,Female,Delhi,Dress,H&M,Green,L,Autumn,Diwali,125.79,0,60.52,1,10,18,2,No,0.19,Low,78.98
306,34,Male,Kolkata,Jeans,H&M,Blue,M,Winter,Christmas,50.86,9,247.14,66,18,10,2,No,0.2,Low,17.16
307,45,Female,Chennai,T-shirt,Zara,Beige,XL,Winter,Christmas,160.95,1,82.34,64,19,18,6,No,0.19,High,21.2
308,47,Female,Chennai,Shoes,Zara,Red,XL,Winter,Holi,62.49,6,220.87,8,7,14,7,Yes,0.49,Medium,53.2
309,46,Male,Kolkata,Shirt,Uniqlo,Green,XL,Spring,Holi,332.72,8,284.12,86,19,10,5,Yes,0.8,Medium,17.66
310,23,Female,Chennai,T-shirt,Uniqlo,Beige,L,Autumn,Diwali,176.81,5,167.78,25,24,7,3,Yes,0.57,High,63.5
311,52,Male,Chennai,Hoodie,Zara,White,M,Summer,None,124.7,9,171.21,66,15,7,5,No,0.89,Low,29.17
312,58,Female,Chennai,Hoodie,Levis,Blue,XL,Autumn,NewYear,272.88,1,149.09,115,23,7,0,Yes,0.64,High,79.15
313,54,Male,Hyderabad,Shoes,Nike,Green,S,Autumn,NewYear,184.32,9,111.25,73,4,5,9,No,0.69,Low,80.81
314,41,Male,Mumbai,Shoes,Uniqlo,Blue,M,Spring,Christmas,122.31,9,153.18,73,38,1,7,No,0.67,Low,46.38
315,46,Female,Kolkata,Shirt,Nike,White,S,Winter,None,287.95,8,188.79,77,4,14,0,Yes,0.45,Medium,18.08
316,48,Female,Chennai,Shoes,Levis,Green,S,Winter,Diwali,306.16,6,296.08,70,5,18,4,No,0.69,High,64.68
317,52,Male,Hyderabad,Dress,Zara,White,XL,Spring,Diwali,242.09,0,282.57,94,23,13,1,No,0.07,Low,99.28
318,50,Female,Kolkata,Shirt,Levis,Black,XL,Spring,Holi,35.5,8,261.4,79,37,8,5,Yes,0.86,Medium,62.26
319,38,Female,Bangalore,Shoes,Uniqlo,White,L,Spring,Christmas,206.89,1,268.96,51,11,8,8,No,0.78,High,3.58
320,49,Male,Bangalore,Jacket,H&M,Blue,L,Spring,Eid,271.89,3,151.0,53,11,10,4,No,0.25,High,1.73
321,40,Male,Chennai,T-shirt,Zara,Red,L,Spring,Diwali,65.05,8,204.08,15,13,17,3,Yes,0.77,Low,32.04
322,50,Female,Hyderabad,Shoes,Adidas,White,M,Summer,Christmas,95.46,3,270.62,50,14,6,1,Yes,0.01,Low,19.58
323,20,Male,Hyderabad,Dress,Nike,Beige,L,Autumn,None,311.22,2,130.03,71,8,15,2,No,0.22,Low,81.31
324,35,Male,Kolkata,Jeans,Levis,Red,S,Autumn,Holi,26.64,0,289.29,75,25,15,5,Yes,0.07,High,84.48
325,42,Male,Kolkata,Shoes,Zara,Black,L,Autumn,NewYear,268.4,6,136.42,104,18,16,7,No,0.78,Low,25.86
326,59,Female,Hyderabad,Hoodie,Levis,Green,XL,Winter,None,176.35,5,188.3,38,18,8,7,Yes,0.76,High,32.56
327,48,Female,Kolkata,Hoodie,Zara,Green,L,Summer,Diwali,167.43,9,218.75,40,10,19,4,No,0.81,Medium,23.62
328,20,Male,Hyderabad,Hoodie,Uniqlo,Red,M,Autumn,Diwali,22.34,3,286.17,66,7,20,4,Yes,0.0,High,90.84
329,57,Female,Mumbai,Jeans,Uniqlo,Green,M,Winter,None,290.4,5,88.49,115,14,15,9,Yes,0.5,Low,50.26
330,41,Male,Hyderabad,Hoodie,Uniqlo,White,S,Summer,Diwali,138.74,5,228.92,112,15,3,2,No,0.7,High,65.61
331,49,Female,Bangalore,Jacket,Levis,Red,M,Summer,Christmas,198.45,3,165.83,39,16,6,6,Yes,0.16,Low,41.55
332,39,Male,Kolkata,Shoes,Adidas,Blue,L,Winter,Diwali,243.51,5,95.2,74,2,8,5,Yes,0.65,Medium,63.1
333,40,Male,Hyderabad,Hoodie,Uniqlo,White,XL,Summer,Holi,251.87,9,237.45,108,30,16,0,No,0.08,Low,38.59
334,19,Female,Hyderabad,Shirt,Zara,White,M,Winter,Christmas,335.47,7,174.62,17,30,15,3,Yes,0.18,Low,33.97
335,44,Male,Kolkata,Jeans,Uniqlo,White,S,Autumn,Eid,195.34,2,205.07,7,18,13,5,Yes,0.48,Low,63.45
336,59,Female,Mumbai,Jacket,H&M,Blue,L,Winter,Diwali,151.91,3,110.41,118,31,20,5,Yes,0.65,Low,59.11
337,19,Female,Mumbai,Shirt,Uniqlo,Black,S,Summer,Diwali,334.72,9,154.76,104,13,15,2,No,0.15,Low,29.35
338,43,Male,Kolkata,Shirt,Levis,Beige,M,Autumn,Holi,231.9,0,192.86,39,20,18,5,Yes,0.19,Low,14.93
339,34,Male,Delhi,Shirt,Adidas,Green,M,Autumn,Holi,118.39,3,133.38,68,35,13,9,No,0.2,Medium,36.86
340,57,Female,Kolkata,Shirt,H&M,Red,S,Spring,NewYear,61.73,9,75.54,35,23,24,5,No,0.24,Medium,41.52
341,50,Male,Kolkata,Shoes,Levis,Black,L,Spring,None,298.04,9,289.26,51,33,8,8,Yes,0.23,High,62.87
342,26,Male,Mumbai,Hoodie,Levis,Red,M,Summer,None,139.52,8,163.21,47,38,14,8,No,0.4,Low,91.45
343,56,Male,Mumbai,T-shirt,Levis,Green,XL,Winter,None,237.96,7,225.5,36,35,11,1,No,0.65,High,3.62
344,46,Male,Kolkata,Shoes,Zara,Blue,M,Winter,Holi,175.37,3,135.09,64,36,6,3,No,0.44,Medium,24.37
345,59,Male,Kolkata,Shoes,Levis,White,L,Summer,None,85.65,6,119.44,95,20,24,8,No,0.78,Medium,19.37
346,43,Female,Kolkata,Jacket,Zara,White,M,Autumn,None,218.56,9,134.01,89,3,1,3,Yes,0.72,Low,50.23
347,52,Female,Mumbai,Jacket,Levis,Blue,S,Summer,Eid,40.03,2,134.58,105,8,2,7,Yes,0.13,Low,42.97
348,42,Male,Kolkata,Hoodie,Nike,Black,M,Summer,None,156.4,8,172.37,13,32,13,9,Yes,0.05,High,72.9
349,41,Male,Kolkata,T-shirt,H&M,Black,M,Autumn,Diwali,200.38,9,172.17,18,29,1,2,No,0.88,Medium,24.24
350,30,Male,Chennai,Jacket,Nike,Red,L,Winter,NewYear,163.9,3,159.2,21,7,24,2,No,0.08,High,59.45
351,24,Female,Delhi,Hoodie,Levis,Blue,S,Summer,Holi,267.06,1,57.74,112,2,24,8,Yes,0.15,High,88.39
352,53,Male,Bangalore,Hoodie,H&M,Black,L,Winter,Christmas,293.22,9,158.9,65,21,4,9,No,0.02,High,91.07
353,37,Female,Delhi,Dress,H&M,Blue,M,Summer,NewYear,274.51,4,67.35,100,6,24,7,Yes,0.63,Low,95.88
354,18,Female,Chennai,T-shirt,Adidas,Green,XL,Autumn,Eid,32.81,1,55.32,114,28,23,0,No,0.58,Medium,77.33
355,25,Female,Bangalore,Jacket,Nike,White,M,Autumn,Holi,84.06,9,281.14,8,36,2,9,Yes,0.99,High,90.6
356,33,Male,Kolkata,T-shirt,Adidas,White,L,Spring,Holi,197.08,5,189.39,116,32,21,1,Yes,0.89,Medium,23.45
357,31,Female,Chennai,Shoes,H&M,White,XL,Autumn,Diwali,328.49,9,204.66,48,9,20,2,Yes,0.41,Medium,19.76
358,29,Male,Kolkata,Shoes,Zara,Blue,L,Spring,NewYear,295.54,0,132.5,85,11,16,1,No,0.37,High,0.65
359,40,Female,Mumbai,T-shirt,H&M,Blue,L,Summer,NewYear,298.04,5,274.51,43,23,3,2,Yes,0.3,High,70.68
360,32,Male,Hyderabad,Dress,Adidas,Red,S,Winter,None,120.06,3,198.62,116,11,17,7,No,0.15,Low,93.75
361,45,Female,Chennai,Dress,Nike,White,XL,Autumn,Diwali,161.72,2,235.37,53,2,5,5,No,0.14,Medium,18.69
362,51,Male,Mumbai,T-shirt,Levis,Red,M,Autumn,None,175.33,1,123.2,117,3,8,6,Yes,0.13,High,63.69
363,19,Female,Chennai,Jacket,Levis,White,L,Autumn,None,71.93,6,288.8,85,11,12,9,Yes,0.11,High,74.65
364,49,Male,Chennai,Jeans,Nike,Red,M,Summer,Holi,30.25,8,249.73,27,35,23,9,No,0.24,Medium,92.76
365,40,Male,Mumbai,Dress,Levis,Red,S,Spring,NewYear,332.48,2,259.11,19,15,12,5,No,0.31,High,64.69
366,39,Male,Bangalore,Shirt,Levis,Green,S,Summer,None,99.44,5,68.21,23,11,1,0,Yes,0.96,Medium,97.03
367,42,Male,Delhi,Shoes,Adidas,Red,XL,Winter,Eid,99.18,8,95.87,115,31,1,2,Yes,0.58,High,34.47
368,39,Female,Kolkata,T-shirt,Nike,Blue,S,Summer,Eid,47.52,1,99.98,50,28,15,0,No,0.99,Medium,34.99
369,39,Female,Chennai,Shirt,Uniqlo,Red,S,Winter,NewYear,326.41,6,95.85,51,28,17,9,Yes,0.37,High,54.3
370,59,Male,Kolkata,T-shirt,Zara,White,M,Autumn,Eid,211.31,4,259.51,43,32,2,8,Yes,0.46,High,38.35
371,23,Female,Hyderabad,Hoodie,Zara,Red,S,Winter,Holi,240.12,4,28.93,99,25,17,8,Yes,0.32,Low,0.14
372,32,Male,Mumbai,Shoes,Levis,Black,S,Winter,Diwali,320.82,6,41.31,104,20,20,4,Yes,0.18,Medium,73.18
373,54,Male,Kolkata,Shoes,Zara,Beige,L,Spring,Christmas,134.05,8,96.7,116,28,9,3,No,0.14,Low,75.17
374,50,Female,Mumbai,Dress,Nike,White,S,Winter,None,225.1,3,75.96,51,25,12,8,No,0.95,High,74.7
375,25,Male,Kolkata,Dress,Nike,Black,L,Winter,Christmas,32.8,8,84.92,106,11,4,8,Yes,0.99,Medium,34.5
376,22,Male,Delhi,Shirt,H&M,White,S,Summer,Diwali,81.63,9,243.42,112,19,13,2,Yes,0.04,Medium,52.23
377,56,Female,Delhi,Hoodie,H&M,Blue,S,Autumn,Diwali,294.31,8,177.68,69,28,4,4,No,0.15,High,36.0
378,21,Male,Delhi,T-shirt,Zara,Beige,XL,Summer,Holi,273.03,3,21.62,116,1,7,2,No,0.42,High,1.6
379,23,Male,Delhi,Hoodie,Uniqlo,Beige,XL,Summer,Eid,135.71,2,140.21,41,5,14,9,No,0.19,High,56.24
380,49,Male,Delhi,Shoes,H&M,Blue,L,Autumn,Eid,144.35,1,134.21,72,10,9,1,No,0.36,High,12.38
381,47,Male,Delhi,Shirt,H&M,Beige,S,Autumn,Diwali,196.07,8,51.9,11,34,23,0,No,0.13,Medium,8.0
382,52,Female,Mumbai,Jeans,Nike,Blue,M,Winter,Holi,20.08,1,209.32,80,36,1,9,Yes,0.46,Low,75.55
383,57,Female,Chennai,Shirt,Uniqlo,Black,XL,Winter,Holi,99.61,5,216.59,103,2,1,1,Yes,0.27,Medium,0.95
384,33,Female,Kolkata,Jacket,Levis,Green,M,Spring,NewYear,88.72,4,221.85,111,18,20,7,No,0.35,Medium,95.9
385,30,Male,Delhi,Shirt,Zara,White,XL,Summer,None,102.66,4,223.97,88,13,4,7,No,0.09,Medium,51.53
386,59,Male,Mumbai,Hoodie,H&M,Blue,XL,Autumn,Eid,285.95,3,20.01,85,5,1,2,Yes,0.43,Medium,98.3
387,47,Female,Mumbai,Jacket,Uniqlo,White,S,Winter,Diwali,112.29,5,287.1,52,20,22,6,No,0.98,High,5.8
388,36,Male,Mumbai,Jacket,Uniqlo,Black,XL,Autumn,NewYear,83.2,4,247.98,23,2,10,6,No,0.33,Low,58.35
389,34,Male,Chennai,Jacket,Zara,Green,M,Winter,Christmas,186.41,3,273.11,49,11,2,1,Yes,0.88,Medium,34.93
390,36,Male,Kolkata,Jeans,Uniqlo,Black,XL,Spring,Eid,305.66,8,24.38,38,30,21,8,Yes,0.84,Medium,84.35
391,45,Male,Chennai,Shirt,Uniqlo,Beige,L,Spring,None,99.65,5,281.48,47,32,24,2,Yes,0.95,Low,36.12
392,43,Female,Bangalore,Hoodie,Uniqlo,White,S,Autumn,Holi,45.92,9,246.74,72,32,15,1,Yes,0.79,High,26.05
393,54,Female,Mumbai,Shirt,H&M,Green,S,Spring,Diwali,137.61,9,254.42,7,38,3,2,No,0.66,Medium,85.76
394,43,Female,Bangalore,Jeans,Zara,Beige,L,Autumn,Eid,266.73,9,46.12,66,28,23,1,Yes,0.86,High,37.47
395,40,Male,Hyderabad,Shoes,Uniqlo,Green,L,Winter,Christmas,201.73,2,226.86,94,10,9,7,No,0.08,Medium,1.68
396,26,Female,Delhi,Dress,Uniqlo,Beige,L,Summer,None,289.54,9,288.78,77,22,17,4,No,0.46,Medium,39.03
397,29,Female,Delhi,Hoodie,H&M,Black,XL,Spring,None,336.67,5,209.99,62,17,21,2,No,0.99,Low,65.45
398,18,Male,Chennai,Hoodie,Zara,Blue,S,Winter,NewYear,281.58,0,179.76,87,22,13,4,No,0.77,Low,25.44
399,18,Male,Kolkata,Shirt,Nike,White,L,Summer,Eid,219.26,4,284.78,29,19,3,7,Yes,0.96,High,43.2
400,51,Female,Bangalore,Dress,H&M,Red,XL,Summer,Christmas,182.8,9,144.02,38,17,4,6,No,0.78,Medium,5.67
401,49,Female,Kolkata,T-shirt,Zara,Red,L,Summer,None,33.22,5,187.8,101,24,4,5,No,0.87,High,58.81
402,42,Female,Chennai,T-shirt,Uniqlo,Black,M,Winter,Diwali,344.83,7,153.37,84,36,11,0,No,0.71,Low,75.63
403,57,Female,Delhi,Jeans,Zara,White,M,Winter,None,146.55,8,281.2,33,32,7,9,Yes,0.76,Low,41.33
404,18,Male,Kolkata,T-shirt,Zara,White,S,Autumn,Christmas,70.24,2,41.3,29,36,11,0,Yes,0.52,Low,42.02
405,33,Female,Kolkata,Hoodie,Levis,Black,XL,Summer,Holi,240.01,1,160.31,114,28,24,0,Yes,0.92,Low,8.83
